lead_id,age_group,service_interest,lead_source,budget_range,previous_interaction,response_time_hours,pages_visited,email_opens,engagement_score,converted
VX-100741,18-24,Digital Marketing,Referral,Low,No,8.4,3,5,43.0,0
VX-100444,25-34,Web Development,Website Form,Low,No,3.8,1,2,27.0,1
VX-101318,35-44,Web Development,Social Media,Low,Yes,-17.5,5,2,,0
VX-100830,35-44,Digital Marketing,Website Form,Low,No,6.9,5,4,61.0,1
VX-100103,55+,Digital Marketing,Email Campaign,Low,No,4.4,3,3,54.0,0
VX-101282,25-34,Web Development,Paid Ads,Low,No,,3,0,22.0,0
VX-100099,55+,SEO,Social Media,Medium,yes,44.2,11,8,100.0,0
VX-100781,45-54,Branding,Paid Ads,Low,No,24.0,2,6,59.0,0
VX-100803,35-44,Web Development,Website Form,low,No,3.2,6,2,68.0,0
VX-100855,25-34, Digital Marketing ,Website Form,Low,No,6.2,3,2,48.0,0
VX-101122,45-54,Digital Marketing,Social Media,High,No,7.8,2,3,49.0,1
VX-100495,35-44,Web Development,Email Campaign,Medium,No,12.5,3,3,48.0,0
VX-100432,35-44,Digital Marketing,Referral,Low,Yes,6.4,8,3,78.0,1
VX-100142,55+,Digital Marketing,Paid Ads,Medium,No,3.9,1,3,42.0,0
VX-100827,25-34,Web Development,Paid Ads,Low,No,11.9,4,3,56.0,0
VX-100166,45-54,Web Development,Social Media,Medium,Yes,-17.2,8,4,95.0,0
VX-100161,45-54,SEO,Email Campaign,Medium,No,18.1,5,2,51.0,1
VX-101040,18-24,Branding,Paid Ads,Low,Yes,36.8,5,2,49.0,0
VX-100007,45-54,Web Development,Paid Ads,Low,No,14.3,3,2,42.0,0
VX-100173,55+,App Development,Email Campaign,Low,No,19.3,7,2,,0
VX-100446,55+,Digital Marketing,Social Media,High,No,-14.5,4,0,45.0,1
VX-101276,25-34,Digital Marketing,Paid Ads,,Yes,31.0,3,5,42.0,0
VX-100866,45-54,App Development,Website Form,Medium,Yes,8.2,4,4,71.0,1
VX-100579,25-34,Web Development,Email Campaign,Medium,No,2.7,3,1,32.0,0
VX-101351,45-54, App Development ,Referral,Low,No,1.1,3,1,37.0,0
VX-100204,18-24, Web Development ,Website Form,Medium,No,12.7,5,2,49.0,1
VX-100902,18-24,Digital Marketing,Referral,Low,No,6.7,5,5,69.0,1
VX-100580,35-44,App Development,Social Media,Low,Yes,2.7,5,4,65.0,0
VX-101246,35-44,App Development,Website Form,high,Yes,5.9,7,3,60.0,1
VX-100485,25-34,Digital Marketing,Paid Ads,Low,No,37.7,5,1,46.0,0
VX-101000,18-24,SEO,Website Form,Low,Yes,2.3,6,1,58.0,1
VX-100644,35-44,Branding,Email Campaign,Medium,yes,29.5,6,3,70.0,1
VX-100111,25-34,Web Development,Website Form,Medium,no,1.4,3,2,54.0,1
VX-101326,25-34,App Development,Referral,Low,Yes,6.7,4,6,70.0,1
VX-100859,35-44,Digital Marketing,Website Form,Low,No,3.4,4,2,65.0,0
VX-101137,25-34,Digital Marketing,Paid Ads,Medium,No,7.4,8,1,68.0,1
VX-100003,35-44,Digital Marketing,Referral,Medium,No,9.1,3,0,40.0,1
VX-101224,25-34,SEO,Paid Ads,High,No,12.4,4,1,54.0,1
VX-100358,35-44,Branding,Email Campaign,Low,No,40.7,1,2,26.0,0
VX-100428,18-24,Branding,Paid Ads,Low,No,33.3,1,2,31.0,0
VX-100276,25-34,App Development,Social Media,medium,No,14.0,7,3,70.0,0
VX-100266,25-34,App Development,Social Media,Low,No,23.9,4,2,55.0,1
VX-100749,45-54,Web Development,Paid Ads,Medium,no,11.4,3,2,43.0,0
VX-101243,18-24,App Development,Email Campaign,Medium,Yes,16.8,9,1,,0
VX-100030,35-44,Branding,Website Form,High,No,6.6,3,1,38.0,1
VX-100445,35-44,SEO,Referral,High,No,3.8,2,3,45.0,1
VX-100760,35-44,Digital Marketing,Paid Ads,Low,Yes,37.5,3,4,,0
VX-100373,25-34, Branding ,Email Campaign,Low,No,6.3,3,1,,0
VX-100617,25-34,Web Development,Paid Ads,Medium,No,23.3,3,3,40.0,0
VX-100832,25-34,Web Development,Referral,Low,Yes,1.0,8,1,62.0,1
VX-101184,25-34,Web Development,Social Media,Low,No,7.4,3,2,51.0,0
VX-100342,45-54, Web Development ,Email Campaign,High,Yes,39.8,10,4,100.0,0
VX-101397,45-54,Digital Marketing,Email Campaign,Medium,No,16.6,5,1,64.0,0
VX-101258,35-44,Web Development,Social Media,Low,Yes,16.3,9,1,81.0,0
VX-100944,25-34,App Development,Website Form,Low,Yes,9.1,2,1,41.0,0
VX-100391,18-24,Digital Marketing,Website Form,Medium,No,11.5,2,3,41.0,0
VX-100228,35-44,Web Development,Referral,Low,No,12.0,2,2,32.0,1
VX-101235,18-24,Digital Marketing,Social Media,Low,Yes,6.9,5,2,49.0,1
VX-100517,35-44,App Development,Website Form,Medium,Yes,2.1,3,3,56.0,1
VX-100479,25-34,SEO,Website Form,High,no,,5,1,66.0,1
VX-100799,35-44,SEO,Social Media,Medium,No,31.1,3,2,40.0,0
VX-100034,25-34,Web Development,Paid Ads,Low,YES,5.9,9,3,77.0,1
VX-100008,18-24,App Development,Website Form,Medium,no,14.2,3,5,58.0,0
VX-100231,,App Development,Website Form,High,Yes,9.5,3,5,64.0,1
VX-100440,45-54,Web Development,Email Campaign,Low,No,42.8,3,2,43.0,0
VX-100525,25-34,Web Development,Paid Ads,Low,Yes,27.1,2,5,40.0,0
VX-100624,55+,Digital Marketing,Website Form,Medium,no,21.9,1,2,21.0,0
VX-101362,35-44, Web Development ,Email Campaign,Low,No,14.7,5,0,43.0,0
VX-100094,25-34,Digital Marketing,Email Campaign,High,No,9.0,4,0,50.0,1
VX-100543,55+, Web Development ,Website Form,Low,No,15.5,2,0,24.0,0
VX-101179,25-34,Branding,Paid Ads,High,No,35.5,4,1,46.0,0
VX-100970,25-34,Digital Marketing,Email Campaign,Medium,No,37.4,2,4,34.0,0
VX-101335,45-54,Digital Marketing,Website Form,Medium,No,12.1,5,4,61.0,0
VX-100209,35-44,Digital Marketing,Paid Ads,Low,No,11.7,3,1,34.0,0
VX-100281,25-34,App Development,Website Form,,Yes,9.1,3,5,60.0,1
VX-100389,45-54, Web Development ,Social Media,High,No,37.3,3,1,38.0,0
VX-100948,45-54, Web Development ,Social Media,High,No,1.2,5,0,47.0,1
VX-100251,45-54,Digital Marketing,Website Form,High,No,3.5,6,0,56.0,1
VX-101254,18-24,Digital Marketing,Paid Ads,High,Yes,20.1,4,4,54.0,0
VX-100890,25-34,Branding,Website Form,Medium,Yes,10.6,4,4,48.0,1
VX-101262,25-34,Digital Marketing,Website Form,Low,Yes,43.6,6,6,,0
VX-100520,45-54,Digital Marketing,Website Form,Medium,Yes,6.1,10,1,82.0,1
VX-101036,25-34,SEO,Paid Ads,Low,Yes,8.3,10,4,81.0,1
VX-101229,18-24,Web Development,Email Campaign,Medium,No,44.1,1,2,35.0,0
VX-100668,25-34, Web Development ,Social Media,,Yes,23.1,7,4,,1
VX-101283,35-44,SEO,Social Media,Low,No,6.3,2,3,,1
VX-100876,25-34,SEO,Social Media,Medium,No,11.3,6,1,45.0,0
VX-101208,25-34,SEO,Website Form,Low,No,7.9,5,0,51.0,0
VX-101257,45-54,SEO,Email Campaign,Medium,Yes,22.2,6,3,79.0,1
VX-101013,55+,Digital Marketing,Website Form,High,Yes,8.5,3,4,47.0,1
VX-101275,25-34,Digital Marketing,Social Media,Low,No,12.7,2,5,54.0,0
VX-100753,25-34,App Development,Referral,High,No,9.7,5,0,40.0,0
VX-100213,45-54,Digital Marketing,Paid Ads,Low,No,10.6,3,1,31.0,0
VX-100957,35-44,Digital Marketing,Social Media,Medium,Yes,16.6,11,9,100.0,1
VX-101225,45-54,Digital Marketing,Email Campaign,Medium,No,17.3,2,0,15.0,0
VX-100567,18-24,App Development,Paid Ads,Medium,No,14.2,2,1,32.0,0
VX-100068,18-24, App Development ,Email Campaign,Medium,No,63.7,1,1,22.0,0
VX-100085,18-24,Web Development,Website Form,Low,Yes,4.7,5,2,64.0,0
VX-100912,45-54,Digital Marketing,Email Campaign,,Yes,4.1,7,3,63.0,1
VX-100466,35-44, Branding ,Website Form,High,No,11.6,3,5,60.0,1
VX-100879,35-44,SEO,Website Form,Medium,Yes,9.7,7,2,,1
VX-100429,45-54,Digital Marketing,Social Media,Low,Yes,23.9,1,3,38.0,1
VX-100417,45-54,Digital Marketing,Website Form,Medium,no,,4,1,43.0,0
VX-100412,18-24,App Development,Paid Ads,Medium,Yes,31.3,5,6,73.0,0
VX-100196,35-44,Web Development,Paid Ads,Low,no,22.2,3,2,55.0,0
VX-100284,35-44,Web Development,Paid Ads,High,NO,12.0,4,1,42.0,1
VX-101135,25-34,SEO,Website Form,Medium,no,8.8,3,2,48.0,1
VX-100666,45-54,Digital Marketing,Referral,Low,Yes,27.7,5,0,,0
VX-100684,35-44,SEO,Paid Ads,High,No,6.8,5,2,52.0,1
VX-100380,35-44,Web Development,Email Campaign,Medium,No,3.5,4,2,44.0,1
VX-101012,25-34,Digital Marketing,Referral,high,No,4.5,5,1,45.0,0
VX-101313,18-24,Web Development,Referral,Low,No,8.9,2,3,47.0,1
VX-100290,45-54,App Development,Email Campaign,Medium,No,4.6,2,2,,0
VX-100359,35-44, Branding ,Social Media,Medium,Yes,20.0,7,1,57.0,1
VX-100364,35-44,Web Development,Referral,Low,No,13.4,5,2,52.0,0
VX-100524,18-24,Web Development,Referral,Low,Yes,32.0,8,6,88.0,1
VX-100574,45-54,Web Development,Referral,Low,No,11.5,6,1,56.0,0
VX-100693,25-34,Web Development,Referral,Low,No,3.0,3,1,49.0,0
VX-100704,25-34, SEO ,Paid Ads,Medium,No,3.2,4,3,59.0,1
VX-100112,25-34,SEO,Referral,Low,No,5.6,2,1,40.0,0
VX-101126,35-44,Branding,Referral,Medium,Yes,13.4,5,4,77.0,1
VX-100414,18-24,App Development,Website Form,Low,Yes,33.7,6,2,71.0,0
VX-100589,18-24,Web Development,Website Form,Medium,No,10.0,5,0,50.0,1
VX-101358,35-44, SEO ,Social Media,Medium,No,16.2,3,2,54.0,1
VX-100486,25-34,Web Development,Paid Ads,Low,No,29.8,2,1,37.0,0
VX-101076,35-44,Web Development,Website Form,Medium,No,24.8,5,1,47.0,0
VX-101052,25-34,SEO,Social Media,Low,No,12.7,4,2,73.0,0
VX-101089,25-34,SEO,Website Form,Medium,No,2.2,5,3,55.0,1
VX-100874,35-44,App Development,Paid Ads,High,Yes,20.2,9,4,91.0,1
VX-100843,25-34,Web Development,Website Form,Medium,NO,20.4,3,2,43.0,0
VX-100966,55+,Digital Marketing,Referral,Low,No,,4,2,54.0,0
VX-100594,18-24,Digital Marketing,Paid Ads,Low,Yes,43.3,7,2,69.0,1
VX-100927,45-54,Web Development,Website Form,Low,Yes,6.1,5,2,65.0,1
VX-100308,25-34,App Development,Website Form,Medium,Yes,11.6,4,3,,0
VX-100058,18-24,Branding,Paid Ads,High,Yes,51.1,2,5,49.0,0
VX-100159,45-54,App Development,Email Campaign,Medium,Yes,16.6,7,6,342.0,1
VX-101315,35-44,Web Development,Website Form,High,No,14.8,5,1,56.0,1
VX-100186,25-34,Digital Marketing,Website Form,Low,No,15.5,4,2,44.0,0
VX-100244,35-44,Web Development,Paid Ads,Low,No,37.6,4,4,63.0,0
VX-101364,25-34,Web Development,Paid Ads,High,Yes,10.4,7,7,81.0,1
VX-100157,35-44,Digital Marketing,Website Form,Low,No,12.4,4,0,33.0,0
VX-100126,25-34,Digital Marketing,Paid Ads,Low,No,8.8,2,2,28.0,0
VX-100322,25-34,SEO,Social Media,Medium,No,10.9,3,3,45.0,0
VX-101083,,Digital Marketing,Social Media,Low,No,32.7,2,0,29.0,0
VX-100804,18-24,Digital Marketing,Email Campaign,Low,Yes,9.6,7,1,51.0,0
VX-100777,25-34, App Development ,Website Form,Low,No,9.8,1,3,34.0,0
VX-101127,35-44, Branding ,Paid Ads,High,Yes,21.3,6,4,72.0,1
VX-101183,25-34,Web Development,Website Form,Low,Yes,4.6,4,5,58.0,0
VX-101190,25-34,App Development,Email Campaign,Medium,No,23.3,4,1,38.0,0
VX-100845,45-54,Web Development,Paid Ads,High,Yes,12.2,7,3,74.0,0
VX-100063,45-54,Digital Marketing,Website Form,High,Yes,6.8,7,4,74.0,1
VX-100273,35-44,Web Development,Paid Ads,Low,Yes,10.5,5,3,60.0,0
VX-100875,45-54,Web Development,Email Campaign,Low,yes,9.4,11,2,96.0,1
VX-100182,35-44,Digital Marketing,Website Form,Low,No,16.1,3,1,37.0,0
VX-101199,35-44,Branding,Website Form,Low,Yes,4.9,4,2,61.0,1
VX-101075,25-34,Web Development,Social Media,Medium,Yes,0.6,4,4,64.0,0
VX-100462,55+,Branding,Website Form,Medium,Yes,5.7,10,7,100.0,1
VX-100089,35-44,Digital Marketing,Website Form,Medium,No,6.5,3,1,24.0,0
VX-101308,18-24,Web Development,Email Campaign,Medium,No,9.0,5,1,45.0,1
VX-100050,25-34,App Development,Social Media,Low,No,3.9,5,1,48.0,0
VX-100853,45-54,SEO,Website Form,Low,Yes,8.1,6,1,56.0,1
VX-100415,25-34,SEO,Paid Ads,Low,Yes,34.4,6,5,88.0,0
VX-100676,45-54,Branding,Paid Ads,Low,Yes,5.4,6,2,75.0,1
VX-100534,18-24,SEO,Social Media,High,Yes,32.1,4,2,49.0,0
VX-100234,55+,Branding,Email Campaign,Medium,no,10.5,9,1,74.0,1
VX-100680,18-24,Digital Marketing,Social Media,Low,No,4.5,5,1,33.0,0
VX-100581,35-44,Digital Marketing,Email Campaign,High,No,4.8,5,2,61.0,1
VX-100401,45-54,SEO,Email Campaign,High,yes,7.3,8,5,83.0,1
VX-100698,35-44,Web Development,Social Media,,Yes,35.9,7,2,64.0,1
VX-100438,35-44,App Development,Social Media,,Yes,32.2,7,3,,0
VX-100527,55+,SEO,Paid Ads,Low,Yes,25.4,10,4,83.0,1
VX-101210,45-54,Branding,Website Form,Low,Yes,10.2,6,2,62.0,0
VX-100717,18-24,Web Development,Website Form,Medium,No,3.6,6,0,56.0,0
VX-101175,,SEO,Website Form,Medium,No,6.3,3,0,41.0,1
VX-100132,35-44,SEO,Referral,Low,No,11.9,5,6,77.0,1
VX-100738,25-34,App Development,Website Form,Medium,Yes,16.5,4,2,61.0,0
VX-100029,35-44,Digital Marketing,Paid Ads,Low,Yes,29.8,6,7,,0
VX-100639,45-54,App Development,Referral,Low,No,3.8,4,1,36.0,0
VX-100238,18-24,Web Development,Website Form,Low,No,10.3,5,2,33.0,0
VX-100323,35-44,SEO,Social Media,High,Yes,21.1,8,4,89.0,1
VX-100628,35-44,Digital Marketing,Email Campaign,Medium,No,25.3,7,1,47.0,1
VX-101365,35-44,Branding,Website Form,Low,No,1.6,5,4,62.0,0
VX-100769,35-44,Digital Marketing,Social Media,Medium,No,7.9,3,2,21.0,1
VX-101389,18-24, Digital Marketing ,Referral,Medium,Yes,3.2,8,2,71.0,1
VX-101325,45-54,App Development,Website Form,High,Yes,6.5,9,1,75.0,1
VX-101020,,Web Development,Paid Ads,Low,No,35.1,5,0,47.0,0
VX-100379,35-44,Digital Marketing,Referral,Low,No,17.1,2,3,50.0,0
VX-100747,25-34,Branding,Email Campaign,Medium,No,18.6,3,2,46.0,0
VX-101054,25-34,SEO,Referral,Medium,No,29.6,5,3,50.0,0
VX-100350,35-44,SEO,Website Form,Low,Yes,6.5,8,3,88.0,0
VX-100051,18-24,SEO,Social Media,Low,no,,1,2,31.0,0
VX-100507,45-54,Web Development,Website Form,Medium,YES,6.7,4,3,59.0,1
VX-101060,55+,App Development,Social Media,Medium,YES,15.7,4,3,57.0,1
VX-101102,45-54,Branding,Paid Ads,Medium,No,20.5,2,4,46.0,0
VX-101037,25-34,SEO,Website Form,Low,No,,1,1,20.0,0
VX-101082,55+,Web Development,Paid Ads,High,no,55.9,5,3,54.0,0
VX-100575,35-44,Web Development,Social Media,Low,No,12.4,3,3,53.0,0
VX-100233,35-44,SEO,Website Form,Low,no,8.2,2,0,9.0,0
VX-101248,45-54,SEO,Social Media,Medium,Yes,8.5,4,2,53.0,0
VX-100743,18-24,App Development,Website Form,High,No,24.1,3,1,36.0,0
VX-100478,35-44,SEO,Social Media,Low,Yes,4.0,4,4,68.0,0
VX-100999,25-34,SEO,Social Media,Medium,No,9.7,4,1,46.0,0
VX-100193,45-54,Digital Marketing,Referral,Medium,YES,8.6,6,4,73.0,1
VX-100404,55+,SEO,Email Campaign,Medium,YES,2.0,11,3,,0
VX-101069,25-34,Digital Marketing,Social Media,Medium,NO,15.1,5,3,46.0,0
VX-100883,25-34, SEO ,Social Media,Low,No,12.9,5,4,63.0,0
VX-100487,25-34,Web Development,Social Media,Medium,Yes,42.0,6,2,63.0,0
VX-101048,45-54,SEO,Website Form,low,No,16.5,9,4,91.0,1
VX-100471,25-34,Digital Marketing,Referral,Low,yes,6.7,6,4,64.0,1
VX-100256,45-54,Web Development,Referral,Low,NO,14.1,5,2,54.0,0
VX-100894,45-54,Digital Marketing,Paid Ads,High,No,21.6,3,2,37.0,1
VX-101302,45-54,Digital Marketing,Referral,Low,No,1.7,4,0,38.0,1
VX-100138,45-54,App Development,Website Form,Medium,No,17.8,1,1,28.0,0
VX-100491,35-44,App Development,Paid Ads,Low,Yes,55.6,5,6,74.0,0
VX-101146,35-44,Branding,Website Form,Medium,No,10.8,8,3,72.0,0
VX-100578,45-54,App Development,Social Media,Low,No,7.5,2,3,42.0,0
VX-100706,45-54, SEO ,Referral,High,no,9.3,3,3,41.0,0
VX-100206,18-24,Branding,Referral,High,No,5.9,4,4,64.0,1
VX-101200,,Digital Marketing,Paid Ads,Medium,no,15.5,2,6,64.0,0
VX-100848,25-34,Digital Marketing,Website Form,Low,no,9.7,5,1,62.0,1
VX-101256,45-54,Digital Marketing,Social Media,Low,Yes,18.1,6,3,61.0,0
VX-100000,45-54,Digital Marketing,Email Campaign,Low,No,4.0,4,3,65.0,0
VX-100226,18-24, Digital Marketing ,Website Form,Low,No,18.5,3,5,58.0,0
VX-100249,25-34,App Development,Website Form,Low,No,21.9,3,4,54.0,0
VX-100889,35-44,Digital Marketing,Social Media,Low,No,8.6,3,4,,1
VX-101132,18-24,SEO,Referral,Low,no,1.1,1,2,27.0,1
VX-100705,35-44,SEO,Referral,Medium,Yes,8.7,11,0,75.0,1
VX-100979,25-34,SEO,Email Campaign,Medium,NO,22.1,1,2,31.0,0
VX-101029,25-34,App Development,Paid Ads,low,No,13.2,7,1,58.0,0
VX-100283,25-34,Digital Marketing,Paid Ads,Low,NO,6.7,3,1,32.0,0
VX-100313,25-34,Branding,Paid Ads,Low,Yes,3.1,5,3,61.0,0
VX-100596,35-44,Digital Marketing,Website Form,Low,No,0.9,5,0,48.0,1
VX-100059,18-24,Digital Marketing,Social Media,Low,No,37.5,2,0,12.0,0
VX-100047,25-34, Digital Marketing ,Website Form,Low,Yes,8.8,9,3,95.0,1
VX-101342,35-44, Web Development ,Website Form,Medium,No,6.1,3,4,45.0,1
VX-101290,25-34,Branding,Website Form,Low,no,13.2,3,3,54.0,0
VX-100986,25-34,Branding,Email Campaign,Low,Yes,24.7,9,4,100.0,0
VX-100969,25-34,Digital Marketing,Paid Ads,Low,No,19.5,5,1,58.0,0
VX-101380,25-34,Web Development,Paid Ads,Medium,No,-13.9,2,5,30.0,0
VX-101366,25-34, Digital Marketing ,Website Form,Medium,No,14.4,5,2,64.0,1
VX-100758,18-24,Digital Marketing,Paid Ads,Low,NO,6.3,3,4,62.0,0
VX-100978,35-44,Web Development,Paid Ads,Medium,No,49.3,4,1,41.0,0
VX-101330,45-54,Web Development,Paid Ads,Low,Yes,4.1,7,2,81.0,1
VX-100312,25-34,Branding,Paid Ads,High,No,7.5,3,2,43.0,0
VX-100091,35-44,App Development,Email Campaign,Low,Yes,39.6,4,3,65.0,0
VX-100721,25-34,Web Development,Email Campaign,low,No,23.2,5,2,56.0,0
VX-101265,45-54,App Development,Paid Ads,High,Yes,6.4,8,5,80.0,1
VX-100734,,Digital Marketing,Paid Ads,Medium,No,2.1,7,1,64.0,0
VX-100811,18-24,Digital Marketing,Social Media,Medium,No,17.5,2,4,44.0,0
VX-100459,35-44,Digital Marketing,Website Form,Low,No,8.7,8,1,73.0,0
VX-101345,35-44,App Development,Website Form,Low,No,0.3,2,1,20.0,0
VX-100849,55+,Digital Marketing,Paid Ads,High,No,17.5,4,3,58.0,1
VX-100383,25-34,Web Development,Website Form,High,yes,3.1,10,3,86.0,1
VX-100017,18-24,SEO,Referral,Low,No,12.8,3,0,32.0,0
VX-100955,45-54,App Development,Social Media,Low,No,8.4,7,2,65.0,1
VX-101286,25-34,Web Development,Referral,High,No,6.5,2,2,39.0,0
VX-101066,25-34,App Development,Referral,Low,No,3.7,3,0,27.0,0
VX-101209,25-34,Digital Marketing,Referral,High,No,1.4,4,2,59.0,1
VX-100987,18-24, Web Development ,Website Form,Medium,No,14.7,2,1,,0
VX-101014,25-34,Digital Marketing,Social Media,Medium,No,41.7,4,4,62.0,1
VX-101384,,Web Development,Email Campaign,,Yes,9.8,7,5,77.0,1
VX-101356,35-44,App Development,Email Campaign,Low,Yes,5.6,4,3,55.0,1
VX-100125,35-44,Web Development,Referral,Medium,No,8.4,3,3,55.0,1
VX-100511,45-54,Web Development,Email Campaign,low,No,12.8,4,0,37.0,0
VX-100076,25-34,Digital Marketing,Social Media,medium,Yes,5.4,3,2,40.0,0
VX-100930,25-34,SEO,Email Campaign,Low,yes,,13,9,100.0,0
VX-100141,35-44,Web Development,Website Form,Low,No,3.1,5,0,45.0,1
VX-101397,45-54,Digital Marketing,Email Campaign,Medium,No,16.6,5,1,64.0,0
VX-100585,35-44,Branding,Paid Ads,High,No,3.6,3,2,48.0,0
VX-100818,35-44,Branding,Social Media,medium,No,8.5,5,2,59.0,1
VX-101386,35-44,SEO,Website Form,Medium,no,,1,1,19.0,0
VX-100787,25-34,SEO,Social Media,Low,Yes,15.5,3,5,38.0,0
VX-100555,25-34, Branding ,Social Media,Medium,Yes,5.6,2,2,42.0,0
VX-101176,25-34,SEO,Website Form,Low,No,5.1,2,3,28.0,1
VX-101056,,SEO,Paid Ads,Medium,NO,19.6,4,1,45.0,1
VX-100015,25-34,App Development,Referral,Low,Yes,,4,4,45.0,1
VX-100435,25-34,Web Development,Website Form,Low,No,18.3,3,2,37.0,0
VX-100498,25-34,Web Development,Social Media,Medium,No,29.8,5,2,65.0,0
VX-100619,18-24, Digital Marketing ,Paid Ads,Medium,No,16.2,5,1,54.0,1
VX-100450,18-24,Web Development,Email Campaign,High,No,12.5,4,2,57.0,0
VX-100766,25-34,Branding,Email Campaign,low,no,19.2,6,0,58.0,0
VX-100035,25-34,Branding,Paid Ads,Low,No,5.7,1,2,18.0,0
VX-100947,45-54,App Development,Email Campaign,Medium,No,19.7,5,5,71.0,1
VX-101249,55+,App Development,Paid Ads,Medium,No,3.0,2,1,33.0,0
VX-101196,25-34,Web Development,Website Form,Low,No,,2,2,40.0,0
VX-100981,45-54, Web Development ,Paid Ads,Medium,No,4.6,5,1,59.0,1
VX-100241,45-54,Web Development,Email Campaign,Low,Yes,12.0,11,6,100.0,0
VX-100529,25-34,Digital Marketing,Website Form,Medium,Yes,7.3,4,4,50.0,0
VX-100343,35-44,Branding,Website Form,medium,No,12.3,2,0,27.0,0
VX-101180,45-54,Web Development,Website Form,Low,NO,,3,2,37.0,0
VX-101002,18-24,App Development,Social Media,Low,Yes,5.0,12,2,100.0,1
VX-100886,25-34,Branding,Social Media,Medium,yes,,7,9,100.0,1
VX-100506,,Digital Marketing,Website Form,Low,No,3.5,4,1,37.0,0
VX-100977,25-34,SEO,Website Form,Low,No,12.8,4,2,40.0,0
VX-100215,35-44,Web Development,Paid Ads,Medium,No,23.4,5,0,52.0,0
VX-100208,18-24,Digital Marketing,Website Form,High,Yes,8.3,4,4,55.0,1
VX-100945,25-34,Web Development,Paid Ads,High,No,4.4,3,2,57.0,0
VX-100064,35-44,SEO,Social Media,Medium,Yes,8.1,7,5,91.0,1
VX-100010,25-34,App Development,Website Form,Medium,Yes,29.6,8,1,62.0,1
VX-101202,45-54,Digital Marketing,Paid Ads,Medium,No,14.3,1,5,38.0,1
VX-100252,25-34,Web Development,Paid Ads,Medium,Yes,24.2,6,3,72.0,1
VX-100603,35-44,SEO,Email Campaign,medium,Yes,35.0,9,4,91.0,0
VX-100805,25-34,SEO,Website Form,Medium,No,2.5,3,0,37.0,1
VX-101285,55+,App Development,Email Campaign,High,No,7.6,4,1,56.0,0
VX-101124,25-34, Branding ,Website Form,Low,No,13.1,3,1,168.0,0
VX-101191,25-34,Branding,Social Media,Medium,Yes,26.0,7,5,76.0,1
VX-100314,25-34,Digital Marketing,Social Media,Low,Yes,10.8,7,4,77.0,1
VX-100518,18-24,SEO,Website Form,medium,No,2.4,3,2,52.0,0
VX-100465,35-44,App Development,Website Form,Medium,No,3.4,3,3,40.0,0
VX-100931,25-34,Digital Marketing,Email Campaign,Low,No,9.2,4,1,58.0,1
VX-100963,18-24,Branding,Website Form,Medium,No,10.0,2,4,52.0,0
VX-100842,35-44,Digital Marketing,Paid Ads,Low,No,19.1,3,3,41.0,0
VX-100367,35-44,Web Development,Website Form,Low,Yes,7.7,5,1,57.0,1
VX-100145,25-34,Digital Marketing,Social Media,,Yes,21.8,4,3,58.0,1
VX-100362,18-24,Web Development,Website Form,Low,No,2.2,3,1,29.0,0
VX-100630,55+,Web Development,Referral,medium,No,6.1,3,1,33.0,0
VX-100090,25-34,Web Development,Website Form,Low,No,10.1,5,3,60.0,1
VX-100321,35-44,Web Development,Social Media,Medium,Yes,16.4,7,3,70.0,1
VX-100185,35-44,Branding,Website Form,High,No,4.4,6,2,58.0,0
VX-100924,25-34,Digital Marketing,Paid Ads,Medium,Yes,15.1,11,4,100.0,0
VX-101156,18-24,Web Development,Email Campaign,Medium,No,13.4,6,2,61.0,0
VX-100868,18-24,App Development,Social Media,low,No,24.8,2,3,51.0,0
VX-100756,25-34,Web Development,Referral,High,Yes,8.9,4,4,62.0,0
VX-100119,35-44,Web Development,Paid Ads,Medium,Yes,15.6,7,6,79.0,1
VX-101062,25-34,Web Development,Paid Ads,Low,Yes,21.0,5,6,68.0,0
VX-100840,18-24, Digital Marketing ,Social Media,Low,No,18.6,3,2,45.0,0
VX-100493,25-34,Web Development,Referral,High,No,3.0,7,2,76.0,1
VX-100443,25-34,Branding,Social Media,Low,No,13.6,3,6,70.0,0
VX-100338,18-24,Digital Marketing,Paid Ads,Low,no,13.1,2,0,,0
VX-101108,55+,Digital Marketing,Referral,Low,no,5.6,2,1,35.0,0
VX-100224,25-34,Digital Marketing,Social Media,Medium,No,22.2,4,1,39.0,0
VX-100019,35-44,Branding,Email Campaign,Medium,Yes,31.5,7,1,47.0,0
VX-101096,25-34,SEO,Social Media,High,Yes,4.4,4,5,55.0,1
VX-100418,25-34,Digital Marketing,Social Media,Medium,No,8.8,4,1,39.0,1
VX-101099,25-34,Digital Marketing,Website Form,Low,No,31.1,5,0,44.0,1
VX-100991,45-54,App Development,Social Media,Medium,No,10.7,4,1,35.0,0
VX-100385,55+,App Development,Website Form,medium,No,6.5,4,1,40.0,1
VX-100929,35-44,Digital Marketing,Paid Ads,High,Yes,33.3,5,2,67.0,1
VX-100452,35-44,Digital Marketing,Social Media,Low,no,5.1,6,0,56.0,0
VX-100264,55+,Branding,Social Media,Low,NO,15.9,4,0,37.0,0
VX-101064,25-34,Web Development,Email Campaign,Low,Yes,19.7,5,1,47.0,0
VX-100160,18-24,Branding,Paid Ads,Low,Yes,27.2,7,6,100.0,1
VX-100110,25-34,Web Development,Paid Ads,Medium,No,,4,3,49.0,1
